# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
1.780000000000000000e+02 1.794424552604318324e+00 1.789239153018257866e+00 6.549348231725485192e+00 6.543644830185935568e+00
1.800000000000000000e+02 1.792384665750796024e+00 1.787543998626562214e+00 6.544972441673649222e+00 6.540880134962683279e+00
1.820000000000000000e+02 1.787838042160553531e+00 1.781536846784168571e+00 6.531449821945563450e+00 6.521877528383914324e+00
1.840000000000000000e+02 1.787801927331202467e+00 1.782669699004953312e+00 6.530251212816851059e+00 6.525148636152121817e+00
1.860000000000000000e+02 1.789518222057563834e+00 1.784864134749401421e+00 6.538255093666869300e+00 6.534741346950760921e+00
1.880000000000000000e+02 1.782836740106914952e+00 1.780266902353629943e+00 6.514527163104545160e+00 6.517504864864101854e+00
1.900000000000000000e+02 1.783024200806581527e+00 1.778064859270007902e+00 6.513587044551753635e+00 6.509254903366196388e+00
1.920000000000000000e+02 1.782989847668585037e+00 1.776907183073704877e+00 6.517810361283836507e+00 6.508833131200000288e+00
1.940000000000000000e+02 1.781997931373851873e+00 1.777300922704011965e+00 6.514032361253612180e+00 6.509367011650994073e+00
1.960000000000000000e+02 1.786754197126322774e+00 1.781565754628134046e+00 6.530726955526912292e+00 6.524091525482734077e+00
1.980000000000000000e+02 1.790682544645682439e+00 1.782460777580078259e+00 6.543943038781112165e+00 6.527078598250358077e+00
2.000000000000000000e+02 1.787653303970379470e+00 1.780751449554621280e+00 6.533597432102990155e+00 6.520299751070166572e+00
2.020000000000000000e+02 1.787719287582869576e+00 1.780423773581449876e+00 6.532343729497432250e+00 6.519020581541840720e+00
2.040000000000000000e+02 1.788593650702929860e+00 1.783289736852521346e+00 6.535383658036281851e+00 6.529214041774996424e+00
2.060000000000000000e+02 1.786494266940357623e+00 1.782724151486754893e+00 6.526528325739051617e+00 6.524508411015956355e+00
2.080000000000000000e+02 1.781543893577301363e+00 1.778953636189529508e+00 6.511646353398776732e+00 6.514065032703634905e+00
2.100000000000000000e+02 1.786758521269587341e+00 1.782315757814828761e+00 6.533282966123959312e+00 6.529103375114491570e+00
2.120000000000000000e+02 1.783012349446785105e+00 1.776596963980408672e+00 6.519887109903861777e+00 6.509792626708300389e+00
2.140000000000000000e+02 1.782508503637682651e+00 1.777425282596512224e+00 6.515698865880643176e+00 6.509988016921211873e+00
2.160000000000000000e+02 1.780174253049819466e+00 1.773954976657077909e+00 6.508476544313723799e+00 6.497500640882619471e+00
2.180000000000000000e+02 1.780846020731000623e+00 1.775367859030765327e+00 6.510498034697290493e+00 6.502206835981768407e+00
2.200000000000000000e+02 1.784585145863085476e+00 1.779119476124938481e+00 6.519837781494845608e+00 6.511200642109772119e+00
2.220000000000000000e+02 1.788630726361588597e+00 1.783118131342329438e+00 6.532741397355330548e+00 6.525119006224938012e+00
2.240000000000000000e+02 1.790162443182343743e+00 1.786270130321681915e+00 6.537500037083243676e+00 6.535365954087373197e+00
2.260000000000000000e+02 1.791560911549662016e+00 1.784715671856137664e+00 6.543461450112614486e+00 6.531320984956033193e+00
2.280000000000000000e+02 1.792098389760320876e+00 1.786767329769899160e+00 6.546326323181180129e+00 6.539310683852325390e+00
2.300000000000000000e+02 1.798663359483863466e+00 1.793313000824892312e+00 6.567408479439122537e+00 6.561014644315410038e+00
2.320000000000000000e+02 1.794731728738257592e+00 1.790060985345370170e+00 6.551911929424568015e+00 6.548091323257335894e+00
2.340000000000000000e+02 1.795839436733372318e+00 1.788573471138083626e+00 6.556344250122275952e+00 6.543259571665328345e+00
2.360000000000000000e+02 1.794113052217303217e+00 1.788340206249314113e+00 6.548387612485667475e+00 6.540003598071245428e+00
2.380000000000000000e+02 1.794306518752603496e+00 1.788901467408317680e+00 6.546426660307795409e+00 6.540929941922195567e+00
2.400000000000000000e+02 1.792811477334119719e+00 1.786491703978543066e+00 6.541605882558812368e+00 6.532100131269271692e+00
